"","source","target","ligand","receptor","prob","pval","interaction_name","interaction_name_2","pathway_name","annotation","evidence"
"39","CD14","B","TGFB2","TGFbR1_R2",1.62845859464866e-06,0,"TGFB2_TGFBR1_TGFBR2","TGFB2 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"40","FGR3","B","TGFB2","TGFbR1_R2",2.01346566532054e-06,0,"TGFB2_TGFBR1_TGFBR2","TGFB2 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"41","DCs","B","TGFB2","TGFbR1_R2",5.86453709480029e-07,0,"TGFB2_TGFBR1_TGFBR2","TGFB2 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"42","CD14","NK","TGFB2","TGFbR1_R2",1.4938999743673e-06,0,"TGFB2_TGFBR1_TGFBR2","TGFB2 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"43","FGR3","NK","TGFB2","TGFbR1_R2",1.84709418553696e-06,0,"TGFB2_TGFBR1_TGFBR2","TGFB2 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"44","DCs","NK","TGFB2","TGFbR1_R2",5.37995322060266e-07,0,"TGFB2_TGFBR1_TGFBR2","TGFB2 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"45","CD14","CD8T","TGFB2","TGFbR1_R2",5.64962356187388e-07,0,"TGFB2_TGFBR1_TGFBR2","TGFB2 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"46","FGR3","CD8T","TGFB2","TGFbR1_R2",6.98533322307663e-07,0,"TGFB2_TGFBR1_TGFBR2","TGFB2 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"47","CD4T","FGR3","TGFB2","TGFbR1_R2",3.66656757490259e-07,0,"TGFB2_TGFBR1_TGFBR2","TGFB2 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"48","CD14","FGR3","TGFB2","TGFbR1_R2",5.02452933650535e-06,0,"TGFB2_TGFBR1_TGFBR2","TGFB2 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"49","B","FGR3","TGFB2","TGFbR1_R2",9.59445416477847e-07,0,"TGFB2_TGFBR1_TGFBR2","TGFB2 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"50","NK","FGR3","TGFB2","TGFbR1_R2",8.95214491205126e-07,0,"TGFB2_TGFBR1_TGFBR2","TGFB2 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"51","CD8T","FGR3","TGFB2","TGFbR1_R2",3.96249341366729e-07,0,"TGFB2_TGFBR1_TGFBR2","TGFB2 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"52","FGR3","FGR3","TGFB2","TGFbR1_R2",6.21244483407402e-06,0,"TGFB2_TGFBR1_TGFBR2","TGFB2 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"53","DCs","FGR3","TGFB2","TGFbR1_R2",1.80947816374593e-06,0,"TGFB2_TGFBR1_TGFBR2","TGFB2 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"54","CD14","DCs","TGFB2","TGFbR1_R2",3.00280580757592e-06,0,"TGFB2_TGFBR1_TGFBR2","TGFB2 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"55","B","DCs","TGFB2","TGFbR1_R2",5.73391728009971e-07,0,"TGFB2_TGFBR1_TGFBR2","TGFB2 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"56","NK","DCs","TGFB2","TGFbR1_R2",5.35005495842003e-07,0,"TGFB2_TGFBR1_TGFBR2","TGFB2 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"57","FGR3","DCs","TGFB2","TGFbR1_R2",3.71274065509969e-06,0,"TGFB2_TGFBR1_TGFBR2","TGFB2 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"58","DCs","DCs","TGFB2","TGFbR1_R2",1.08139571877164e-06,0,"TGFB2_TGFBR1_TGFBR2","TGFB2 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"59","CD14","CD14","TGFB3","TGFbR1_R2",3.33480665923049e-05,0,"TGFB3_TGFBR1_TGFBR2","TGFB3 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"60","B","CD14","TGFB3","TGFbR1_R2",1.60193086396426e-05,0,"TGFB3_TGFBR1_TGFBR2","TGFB3 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"61","NK","CD14","TGFB3","TGFbR1_R2",1.46765384847124e-05,0,"TGFB3_TGFBR1_TGFBR2","TGFB3 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"62","FGR3","CD14","TGFB3","TGFbR1_R2",3.8002747037112e-05,0,"TGFB3_TGFBR1_TGFBR2","TGFB3 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"63","DCs","CD14","TGFB3","TGFbR1_R2",2.97866364578091e-05,0,"TGFB3_TGFBR1_TGFBR2","TGFB3 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"64","CD14","B","TGFB3","TGFbR1_R2",1.21584012039191e-05,0,"TGFB3_TGFBR1_TGFBR2","TGFB3 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"65","FGR3","B","TGFB3","TGFbR1_R2",1.38554962445326e-05,0,"TGFB3_TGFBR1_TGFBR2","TGFB3 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"66","DCs","B","TGFB3","TGFbR1_R2",1.08599116779022e-05,0,"TGFB3_TGFBR1_TGFBR2","TGFB3 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"67","CD14","NK","TGFB3","TGFbR1_R2",1.11537690418282e-05,0,"TGFB3_TGFBR1_TGFBR2","TGFB3 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"68","FGR3","NK","TGFB3","TGFbR1_R2",1.27106372101011e-05,0,"TGFB3_TGFBR1_TGFBR2","TGFB3 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"69","DCs","NK","TGFB3","TGFbR1_R2",9.96257087104919e-06,0,"TGFB3_TGFBR1_TGFBR2","TGFB3 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"70","CD4T","FGR3","TGFB3","TGFbR1_R2",6.02520631018816e-06,0.03,"TGFB3_TGFBR1_TGFBR2","TGFB3 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"71","CD14","FGR3","TGFB3","TGFbR1_R2",3.75133288146057e-05,0,"TGFB3_TGFBR1_TGFBR2","TGFB3 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"72","B","FGR3","TGFB3","TGFbR1_R2",1.80202018872992e-05,0,"TGFB3_TGFBR1_TGFBR2","TGFB3 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"73","NK","FGR3","TGFB3","TGFbR1_R2",1.65097156712434e-05,0,"TGFB3_TGFBR1_TGFBR2","TGFB3 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"74","CD8T","FGR3","TGFB3","TGFbR1_R2",6.21015206635957e-06,0.02,"TGFB3_TGFBR1_TGFBR2","TGFB3 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"75","FGR3","FGR3","TGFB3","TGFbR1_R2",4.27493663760095e-05,0,"TGFB3_TGFBR1_TGFBR2","TGFB3 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"76","DCs","FGR3","TGFB3","TGFbR1_R2",3.35070814778362e-05,0,"TGFB3_TGFBR1_TGFBR2","TGFB3 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"77","CD14","DCs","TGFB3","TGFbR1_R2",2.24193563131775e-05,0,"TGFB3_TGFBR1_TGFBR2","TGFB3 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"78","B","DCs","TGFB3","TGFbR1_R2",1.07694564295346e-05,0,"TGFB3_TGFBR1_TGFBR2","TGFB3 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"79","NK","DCs","TGFB3","TGFbR1_R2",9.8667349334561e-06,0,"TGFB3_TGFBR1_TGFBR2","TGFB3 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"80","FGR3","DCs","TGFB3","TGFbR1_R2",2.55486603257835e-05,0,"TGFB3_TGFBR1_TGFBR2","TGFB3 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"81","DCs","DCs","TGFB3","TGFbR1_R2",2.00250421003405e-05,0,"TGFB3_TGFBR1_TGFBR2","TGFB3 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"82","CD14","CD4T","TGFB1","ACVR1B_TGFbR2",6.65830505855231e-07,0,"TGFB1_ACVR1B_TGFBR2","TGFB1 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"83","FGR3","CD4T","TGFB1","ACVR1B_TGFbR2",8.23249158397807e-07,0,"TGFB1_ACVR1B_TGFBR2","TGFB1 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"84","CD4T","CD14","TGFB1","ACVR1B_TGFbR2",3.51675205321827e-07,0,"TGFB1_ACVR1B_TGFBR2","TGFB1 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"85","CD14","CD14","TGFB1","ACVR1B_TGFbR2",4.81922857353018e-06,0,"TGFB1_ACVR1B_TGFBR2","TGFB1 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"86","B","CD14","TGFB1","ACVR1B_TGFbR2",9.20242611425509e-07,0,"TGFB1_ACVR1B_TGFBR2","TGFB1 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"87","NK","CD14","TGFB1","ACVR1B_TGFbR2",8.58636150487892e-07,0,"TGFB1_ACVR1B_TGFBR2","TGFB1 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"88","CD8T","CD14","TGFB1","ACVR1B_TGFbR2",3.80058640146453e-07,0,"TGFB1_ACVR1B_TGFBR2","TGFB1 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"89","FGR3","CD14","TGFB1","ACVR1B_TGFbR2",5.95860648912417e-06,0,"TGFB1_ACVR1B_TGFBR2","TGFB1 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"90","DCs","CD14","TGFB1","ACVR1B_TGFbR2",1.73554320022635e-06,0,"TGFB1_ACVR1B_TGFBR2","TGFB1 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"91","CD14","B","TGFB1","ACVR1B_TGFbR2",1.76156701461872e-06,0,"TGFB1_ACVR1B_TGFBR2","TGFB1 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"92","FGR3","B","TGFB1","ACVR1B_TGFbR2",2.1780440725666e-06,0,"TGFB1_ACVR1B_TGFBR2","TGFB1 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"93","DCs","B","TGFB1","ACVR1B_TGFbR2",6.34389846679755e-07,0,"TGFB1_ACVR1B_TGFBR2","TGFB1 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"94","CD14","NK","TGFB1","ACVR1B_TGFbR2",1.62742487193624e-06,0,"TGFB1_ACVR1B_TGFBR2","TGFB1 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"95","FGR3","NK","TGFB1","ACVR1B_TGFbR2",2.01218754605845e-06,0,"TGFB1_ACVR1B_TGFBR2","TGFB1 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"96","DCs","NK","TGFB1","ACVR1B_TGFbR2",5.86081436445864e-07,0,"TGFB1_ACVR1B_TGFBR2","TGFB1 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"97","CD14","CD8T","TGFB1","ACVR1B_TGFbR2",6.87435335082078e-07,0,"TGFB1_ACVR1B_TGFBR2","TGFB1 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"98","FGR3","CD8T","TGFB1","ACVR1B_TGFbR2",8.49961894498335e-07,0,"TGFB1_ACVR1B_TGFBR2","TGFB1 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"99","CD4T","FGR3","TGFB1","ACVR1B_TGFbR2",3.97492214933264e-07,0,"TGFB1_ACVR1B_TGFBR2","TGFB1 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"100","CD14","FGR3","TGFB1","ACVR1B_TGFbR2",5.44708497023705e-06,0,"TGFB1_ACVR1B_TGFBR2","TGFB1 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"101","B","FGR3","TGFB1","ACVR1B_TGFbR2",1.04013374062926e-06,0,"TGFB1_ACVR1B_TGFBR2","TGFB1 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"102","NK","FGR3","TGFB1","ACVR1B_TGFbR2",9.70501069101495e-07,0,"TGFB1_ACVR1B_TGFBR2","TGFB1 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"103","CD8T","FGR3","TGFB1","ACVR1B_TGFbR2",4.29573503709819e-07,0,"TGFB1_ACVR1B_TGFBR2","TGFB1 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"104","FGR3","FGR3","TGFB1","ACVR1B_TGFbR2",6.73490176655402e-06,0,"TGFB1_ACVR1B_TGFBR2","TGFB1 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"105","DCs","FGR3","TGFB1","ACVR1B_TGFbR2",1.96165318447993e-06,0,"TGFB1_ACVR1B_TGFBR2","TGFB1 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"106","CD14","DCs","TGFB1","ACVR1B_TGFbR2",3.19636988662568e-06,0,"TGFB1_ACVR1B_TGFBR2","TGFB1 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"107","B","DCs","TGFB1","ACVR1B_TGFbR2",6.10353268572361e-07,0,"TGFB1_ACVR1B_TGFBR2","TGFB1 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"108","NK","DCs","TGFB1","ACVR1B_TGFbR2",5.69492613772588e-07,0,"TGFB1_ACVR1B_TGFBR2","TGFB1 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"109","FGR3","DCs","TGFB1","ACVR1B_TGFbR2",3.95206771411659e-06,0,"TGFB1_ACVR1B_TGFBR2","TGFB1 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"110","DCs","DCs","TGFB1","ACVR1B_TGFbR2",1.15110378773658e-06,0,"TGFB1_ACVR1B_TGFBR2","TGFB1 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"111","CD14","CD4T","TGFB2","ACVR1B_TGFbR2",9.51186979622467e-08,0,"TGFB2_ACVR1B_TGFBR2","TGFB2 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"112","FGR3","CD4T","TGFB2","ACVR1B_TGFbR2",1.17607105592977e-07,0,"TGFB2_ACVR1B_TGFBR2","TGFB2 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"113","CD4T","CD14","TGFB2","ACVR1B_TGFbR2",5.02393301852463e-08,0,"TGFB2_ACVR1B_TGFBR2","TGFB2 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"114","CD14","CD14","TGFB2","ACVR1B_TGFbR2",6.88464067380468e-07,0,"TGFB2_ACVR1B_TGFBR2","TGFB2 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"115","B","CD14","TGFB2","ACVR1B_TGFbR2",1.3146333387045e-07,0,"TGFB2_ACVR1B_TGFBR2","TGFB2 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"116","NK","CD14","TGFB2","ACVR1B_TGFbR2",1.22662397457323e-07,0,"TGFB2_ACVR1B_TGFBR2","TGFB2 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"117","CD8T","CD14","TGFB2","ACVR1B_TGFbR2",5.42941091306745e-08,0,"TGFB2_ACVR1B_TGFBR2","TGFB2 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"118","FGR3","CD14","TGFB2","ACVR1B_TGFbR2",8.512338441318e-07,0,"TGFB2_ACVR1B_TGFBR2","TGFB2 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"119","DCs","CD14","TGFB2","ACVR1B_TGFbR2",2.47935111571951e-07,0,"TGFB2_ACVR1B_TGFBR2","TGFB2 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"120","CD14","B","TGFB2","ACVR1B_TGFbR2",2.51652810528675e-07,0,"TGFB2_ACVR1B_TGFBR2","TGFB2 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"121","FGR3","B","TGFB2","ACVR1B_TGFbR2",3.11149733958867e-07,0,"TGFB2_ACVR1B_TGFBR2","TGFB2 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"122","DCs","B","TGFB2","ACVR1B_TGFbR2",9.06271702229299e-08,0,"TGFB2_ACVR1B_TGFBR2","TGFB2 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"123","CD14","NK","TGFB2","ACVR1B_TGFbR2",2.32489591614135e-07,0,"TGFB2_ACVR1B_TGFBR2","TGFB2 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"124","FGR3","NK","TGFB2","ACVR1B_TGFbR2",2.87455859344264e-07,0,"TGFB2_ACVR1B_TGFBR2","TGFB2 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"125","DCs","NK","TGFB2","ACVR1B_TGFbR2",8.37259615400451e-08,0,"TGFB2_ACVR1B_TGFBR2","TGFB2 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
